,Brand,Product Name,Price,Availability,Expected Delivery,Return Policy,Exchange,Product Url
162,WARRIOR,/ Triumph Half Sleeve Soccer Jersey for Mens Polyester Custom Sublimated Football Team Jersey Affordable Soccer Tshirt for Players,₹699,Available,-,Not Available,Not Applicable,https://www.amazon.in/WARRIOR-Polyester-Sublimated-Football-Affordable/dp/B08Z7QBPPW/ref=sr_1_139?crid=2QMZCI1TWAD8P&keywords=football+t-shirts&qid=1659208112&sprefix=%2Caps%2C225&sr=8-139
163,Daily Orders,volleyball jersey set for men sports | sleeveless jersey shorts set for men basketball | sleeveless jersey and shorts for men football team vvolleyball tshirt and shorts combo DOdr1008-C901142-C-WH,₹649,Available,-,Not Available,Not Applicable,https://www.amazon.in/volleyball-sleeveless-basketball-vvolleyball-DOdr1008-C901142-C-WH-L/dp/B09MJM5T39/ref=sr_1_140?crid=2QMZCI1TWAD8P&keywords=football+t-shirts&qid=1659208112&sprefix=%2Caps%2C225&sr=8-140
164,CHKOKKO,Men Plus Size Regular Fit Sports T-Shirt,₹399,Available,-,Not Available,Not Applicable,https://www.amazon.in/CHKOKKO-Sleeves-Regular-Sports-T-Shirt/dp/B0B1B37DN6/ref=sr_1_141?crid=2QMZCI1TWAD8P&keywords=football+t-shirts&qid=1659208112&sprefix=%2Caps%2C225&sr=8-141
165,Puma,Men T-Shirt,₹585,Available,-,Not Available,Not Applicable,https://www.amazon.in/Puma-Mens-Regular-Tee-58673706_Peacoat/dp/B098TMNLL5/ref=sr_1_142?crid=2QMZCI1TWAD8P&keywords=football+t-shirts&qid=1659208112&sprefix=%2Caps%2C225&sr=8-142
166,Puma,Women's Regular fit Sports T-Shirt,"₹1,325",Available,-,Not Available,Not Applicable,https://www.amazon.in/Puma-Regular-T-Shirt-51824801_Pink-Heather_S/dp/B07VV5Z9LC/ref=sr_1_143?crid=2QMZCI1TWAD8P&keywords=football+t-shirts&qid=1659208112&sprefix=%2Caps%2C225&sr=8-143
167,Sportyway,Argentina Football New Jersey Set T-Shirt and Shorts,₹649,Available,-,Not Available,Not Applicable,https://www.amazon.in/Sportyway-Argentina-Football-Jersey-T-Shirt/dp/B09KF8C9LB/ref=sr_1_144?crid=2QMZCI1TWAD8P&keywords=football+t-shirts&qid=1659208112&sprefix=%2Caps%2C225&sr=8-144
168,Daily Orders,volleyball jersey set for men sports | sleeveless jersey shorts set for men basketball | sleeveless jersey and shorts for men football team vvolleyball tshirt and shorts combo DOdr1008-C901139-C-WH,₹649,Available,-,Not Available,Not Applicable,https://www.amazon.in/volleyball-sleeveless-basketball-vvolleyball-DOdr1008-C901139-C-WH-L/dp/B09MJMZKN9/ref=sr_1_145?crid=2QMZCI1TWAD8P&keywords=football+t-shirts&qid=1659208112&sprefix=%2Caps%2C225&sr=8-145
169,Nike,Boys Short Sleeve T-Shirt,₹574,Available,-,Not Available,Not Applicable,https://www.amazon.in/Nike-Regular-Sleeve-T-Shirt-CU4570-480_Game/dp/B08Y73TX2C/ref=sr_1_146?crid=2QMZCI1TWAD8P&keywords=football+t-shirts&qid=1659208112&sprefix=%2Caps%2C225&sr=8-146
170,Tee Mafia,Unisex Messi T-Shirts |Football T-Shirts| Barcelona T-Shirt| Sports t-Shirt|White,₹499,Available,-,Not Available,Not Applicable,https://www.amazon.in/Tee-Mafia-Barcelona-Football-T-Shirt/dp/B08661JYY7/ref=sr_1_147?crid=2QMZCI1TWAD8P&keywords=football+t-shirts&qid=1659208112&sprefix=%2Caps%2C225&sr=8-147
171,Triumph,Polyester Soccer T-Shirts Printed Football Jersey for Men's Player,₹749,Available,-,Not Available,Not Applicable,https://www.amazon.in/Triumph-Polyester-Printed-Football-Jersey/dp/B08D3RKF7Z/ref=sr_1_148?crid=2QMZCI1TWAD8P&keywords=football+t-shirts&qid=1659208112&sprefix=%2Caps%2C225&sr=8-148
172,HENCO,"Black Sports Dress/kit (T-Shirt & Short Combo) for Kabbadi,Multi Sports, Yoga, Volleyball, Football,Tennis,Cycling, Badminton, Gym & Fitness Wear for Men/Women, Boy/Girl",₹549,Available," Saturday, August 6",10 day Refund/Replacement,Not Applicable,https://www.amazon.in/HENCO-T-Shirt-Volleyball-Football-Badminton/dp/B083G5RQ25/ref=sr_1_149?crid=2QMZCI1TWAD8P&keywords=football+t-shirts&qid=1659208112&sprefix=%2Caps%2C225&sr=8-149
173,Bodysports.co,Messi Argentina Football Jersey Classic EMBROIDRED Logo,₹499,Available,-,Not Available,Not Applicable,https://www.amazon.in/Bodysports-co-Messi-Argentina-Jersey-42/dp/B097BFNV2F/ref=sr_1_150?crid=2QMZCI1TWAD8P&keywords=football+t-shirts&qid=1659208112&sprefix=%2Caps%2C225&sr=8-150
174,Triumph,Men's Polyester Sublimated Table Tennis Tshirt White,"₹1,299",Available,-,Not Available,Not Applicable,https://www.amazon.in/Triumph-Polyester-Sublimated-Tennis-Tshirt/dp/B08DY98D1B/ref=sr_1_151?crid=2QMZCI1TWAD8P&keywords=football+t-shirts&qid=1659208112&sprefix=%2Caps%2C225&sr=8-151
175,Tee Mafia,Unisex Designer Football Dry fit T-Shirt |France T-Shirts| France National Football Team T-Shirt| FIFA Word Cup t-Shirt|Champion t-Shirt|POLLY33,₹449,Available,-,Not Available,Not Applicable,https://www.amazon.in/Tee-Mafia-Designer-Football-T-Shirts/dp/B07Q18MY8Q/ref=sr_1_152?crid=2QMZCI1TWAD8P&keywords=football+t-shirts&qid=1659208112&sprefix=%2Caps%2C225&sr=8-152
176,Generic,Full sleep t-shirt size m.,₹299,Only 1 left in stock.,August 6 - 7,Returns Policy,Not Applicable,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A05948204QU9OMG5QL45&url=%2FFull-sleep-t-shirt-size-m%2Fdp%2FB0B2K3BBFL%2Fref%3Dsr_1_153_sspa%3Fcrid%3D2QMZCI1TWAD8P%26keywords%3Dfootball%2Bt-shirts%26qid%3D1659208112%26sprefix%3D%252Caps%252C225%26sr%3D8-153-spons%26psc%3D1&qualifier=1659208112&id=8546065642200714&widgetName=sp_btf
177,Amazon Brand - Symbol,Men's Regular T-Shirt,₹549,Available,"Thursday, 4 August",30 Days Returns & Exchange,Not Applicable,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A10208622CWUZKMFOMKCS&url=%2FAmazon-Brand-Symbol-T-Shirt-AW17PLPO3V4_S_Multicolor4%2Fdp%2FB073X4KMYD%2Fref%3Dsr_1_154_sspa%3Fcrid%3D2QMZCI1TWAD8P%26keywords%3Dfootball%2Bt-shirts%26qid%3D1659208112%26sprefix%3D%252Caps%252C225%26sr%3D8-154-spons%26psc%3D1&qualifier=1659208112&id=8546065642200714&widgetName=sp_btf
178,Campus Sutra,Men's Regular Fit T-Shirt,₹426,Available,"Sunday, 7 August on your first order in this category",30 Days Returns & Exchange,Not Applicable,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A0883249TPK001V9NUB0&url=%2FCampus-Sutra-Regular-AZ17CSJ_JRSPNHS_M_PLN_BUBL_AZ_Black-Blue_X-large%2Fdp%2FB06XCPY7ZR%2Fref%3Dsr_1_155_sspa%3Fcrid%3D2QMZCI1TWAD8P%26keywords%3Dfootball%2Bt-shirts%26qid%3D1659208112%26sprefix%3D%252Caps%252C225%26sr%3D8-155-spons%26psc%3D1&qualifier=1659208112&id=8546065642200714&widgetName=sp_btf
179,Generic,"Abstract Mens T-Shirts for Casual, etc (X-Large, White) (X-Large, Black)",₹550,Only 1 left in stock.,+,30 Days Returns & Exchange,Not Applicable,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A04836993G2B5UA0U66H3&url=%2FAbstract-T-Shirts-Casual-X-Large-White%2Fdp%2FB0B399KZDN%2Fref%3Dsr_1_156_sspa%3Fcrid%3D2QMZCI1TWAD8P%26keywords%3Dfootball%2Bt-shirts%26qid%3D1659208112%26sprefix%3D%252Caps%252C225%26sr%3D8-156-spons%26psc%3D1&qualifier=1659208112&id=8546065642200714&widgetName=sp_btf
